id;tense;source/target;is correct target?;is correct translation?;w1;w2;w3;w4;pos1;pos2;pos3;pos4;lemma1;lemma2;lemma3;lemma4;comments;full fragment;source words;source fragment
13151;vtt;target;yes;yes;is;ingewikkeld;;;verbpressg;verbpapa;;;zijn;inwikkelen;;;;Een kind krijgen is ingewikkeld .;ist kompliziert;Eine Baby zu bekommen , ist kompliziert .
13152;vtt;target;yes;yes;heeft;geloofd;;;verbpressg;verbpapa;;;hebben;geloven|loven;;;;Ze heeft in u geloofd sinds het begin .;hat geglaubt;Sie hat an dich geglaubt von Anfang an .
13153;ott;target;yes;yes;loof;;;;verbpressg;;;;loven;;;;;Ik loof de Heer opdat ik gered word van mijn vijanden .;Gelobt sei;Gelobt sei Gott , denn er rettet mich vor meinen Feinden .
13155;vtt;target;yes;yes;heeft;bemind;;;verbpressg;adj;;;hebben;bemind;;;;De koning heeft haar al maanden niet bemind .;hat geteilt;Der König hat das Bett schon seit Monaten nicht mehr mit ihr geteilt .
13156;ott;target;yes;yes;zijn;;;;verbinf;;;;zijn;;;;;De pakkingen zijn eraan .;sind gerissen;Die Dichtungen sind gerissen .
13157;vtt;target;yes;yes;hebben;gedaan;;;verbprespl;verbpapa;;;hebben;doen;;;;- We hebben ons best gedaan .;haben getan;- Wir haben getan , was möglich ist .
13159;vtt;target;yes;yes;heeft;gezorgd;;;verbpressg;verbpapa;;;hebben;zorgen;;;;Voor hun zielen heeft God al gezorgd .;hat gerettet;Gott hat ihre Seelen schon gerettet .
13160;other;target;yes;yes;zal;bedreigen;;;verbpressg;verbinf;;;zullen;bedreigen;;;;Maria van Guise zal Hare Majesteit niet langer bedreigen op één voorwaarde .;hat versprochen;Maria von Guise , Madam , hat versprochen , Euch weiter nicht mehr zu bedrohen , doch stellt sie eine Bedingung .
13161;vtt;target;yes;yes;hebt;gebracht;;;verbpressg;verbpapa;;;hebben;brengen;;;;Hoeveel schepen hebt u tot zinken gebracht ?;haben versenkt;Wie viele haben Sie versenkt ?
13162;vtt;target;yes;yes;zijn;gered;;;verbprespl;verbpapa;;;zijn;redden;;;;Waarom zijn die niet gered ?;haben gerettet;Warum haben ihre Schiffe sie nicht gerettet ?
13163;vtt;target;yes;yes;Heb;gelezen;;;verbpressg;verbpapa;;;hebben;lezen;;;;- Heb je ze allemaal gelezen ?;Hast gelesen;Hast du die alle gelesen ?
13164;vtt;target;yes;yes;hebt;gedaan;;;verbpressg;verbpapa;;;hebben;doen;;;;Je hebt me pijn gedaan .;hat verletzt;Was du getan hast , hat mich verletzt .
13165;vtt;target;yes;yes;Hebben;gezien;;;verbprespl;verbpapa;;;hebben;zien;;;;Hebben ze toch onze periscoop gezien .;entdeckt haben;Die müssen das Sehrohr entdeckt haben .
13166;ott;target;yes;yes;arresteer;;;;verbpressg;;;;arresteren;;;;;U en Sir Thomas Wyatt worden beschuldigd van samenzwering en ik arresteer u wegens verraad .;seid festgenommen;Ihr seid angeklagt , Euch mit Sir Thomas Wyatt verschworen zu haben , gegen ihre Majestät , die Herrscherin , und seid wegen Verrats festgenommen .
13167;vtt;target;yes;yes;zijn;vergeten;;;verbprespl;verbprespl;;;zijn;vergeten;;;;Hé , jullie zijn wat vergeten .;habt zurückgelassen;Ihr habt dies hier zurückgelassen !
13168;vtt;target;yes;yes;heb;gepraat;;;verbpressg;verbpapa;;;hebben;praten;;;;Ik heb gepraat .;habe geredet;Ich habe geredet .
13169;vtt;target;yes;yes;heeft;uitgevoerd;;;verbpressg;verbpapa;;;hebben;uitvoeren;;;;U heeft de taak niet uitgevoerd .;hast vollendet;Du hast die Aufgabe nicht vollendet .
13171;ott;target;yes;yes;is;;;;verbpressg;;;;zijn;;;;;Hare Majesteit is nog niet op .;ist aufgestanden;Euer Gnaden , lhre Majestät ist noch nicht aufgestanden .
13172;vtt;target;yes;yes;Bent;verrast;;;verbpressg;verbpapa;;;zijn;verrassen;;;;- Bent u verrast ?;ist überrascht;- Euer Gnaden ist überrascht ?
13173;ovt;target;yes;yes;stierf;;;;verbpastsg;;;;sterven;;;;;En toen hij stierf nam ik dat over .;gestorben war;Und nachdem er gestorben war , ging ich zum Arbeiten in den Laden .
13174;vtt;target;yes;yes;gehoord;;;;verbpapa;;;;horen;;;;;Niets gehoord van je vrouw ?;Haben gesprochen;Haben Sie mit lhrer Frau gesprochen ?
13175;vtt;target;yes;yes;is;vergiftigd;;;verbpressg;verbpapa;;;zijn;vergiftigen;;;;De jurk is vergiftigd .;war vergiftet;Das Kleid war vergiftet .
13176;vtt;target;yes;yes;gescheurd;zijn;;;verbpapa;verbprespl;;;scheuren;zijn;;;;Ga kijken hoeveel er gescheurd zijn .;sind ausgelaufen;Wie viele Zellen sind ausgelaufen ?
13177;ovt;target;yes;yes;waarschuwde;;;;verbpastsg;;;;waarschuwen;;;;;Mijn moeder waarschuwde me altijd voor faunen .;hat gewarnt;Meine Mutter hat mich gewarnt , auf Feen acht zu geben .
13178;vtt;target;yes;yes;ben;omringd;;;verbpressg;verbpapa;;;zijn;omringen;;;;Ik ben omringd door mensen .;bin umgeben;Ich bin von Menschen umgeben .
13179;other;target;yes;yes;zijn;gesneden;;;det__poss;verbpapa;;;zijn;snijden;;;;Ziet u , heren , uit zulk hout zijn helden gesneden .;sind geschnitzt;Aus solchem Holz sind Helden eben geschnitzt !
13180;ott;target;yes;yes;Is;;;;verbpressg;;;;zijn;;;;;Is de slaapzaal gereed ?;Ist gerichtet;Ist das Schlafgemach gerichtet ?
13181;vtt;target;yes;yes;hebben;omsingeld;;;verbprespl;verbpapa;;;hebben;omsingelen;;;;We hebben een eenheid omsingeld die achterop raakte .;haben umzingelt;Capitán , wir haben eine kleine zurückgefallene Einheit umzingelt .
13182;ott;target;yes;yes;zijn;;;;verbprespl;;;;zijn;;;;;- We zijn al bezig .;Habe angefangen;- Habe schon angefangen .
13183;vtt;target;yes;yes;zijn;vergeten;;;verbprespl;verbinf;;;zijn;vergeten;;;;"Maar geen draad .
Ze zijn alleen voor 50 pfennig draad vergeten .";gedacht haben;Woran sie aber nicht gedacht haben , ist Draht für 50 Pfennig !
13184;vtt;target;yes;yes;heb;gevaren;;;verbpressg;verbpapa;;;hebben;varen;;;;Zoals ze over de zee glijden ... lk heb op ' n driemaster gevaren .;bin gesegelt;Ich bin auf einem Schoner gesegelt .
13185;vtt;target;yes;yes;heeft;gehaald;;;verbpressg;verbpapa;;;hebben;halen;;;;De rest heeft het niet gehaald .;hat geschafft;Der Rest der Männer hat es nicht geschafft .
13186;vtt;target;yes;yes;worden;beschuldigd;;;verbprespl;verbpapa;;;worden;beschuldigen;;;;U en Sir Thomas Wyatt worden beschuldigd van samenzwering en ik arresteer u wegens verraad .;seid angeklagt;Ihr seid angeklagt , Euch mit Sir Thomas Wyatt verschworen zu haben , gegen ihre Majestät , die Herrscherin , und seid wegen Verrats festgenommen .
13187;vtt;target;yes;yes;Heb;geleden;;;verbpressg;verbpapa;;;hebben;lijden;;;;Heb ik niet genoeg geleden door van haar te houden ?;Habe gelitten;Habe ich nicht schon genug gelitten , weil ich sie liebte und es zeigte ?
13189;ott;target;yes;yes;is;verrukt;;;verbpressg;adj;;;zijn;verrukt;;;;De Spaanse koning is verrukt van u en vraagt om uw hand .;ist entzückt;Der König von Spanien ist von Euch entzückt und bittet Euch um Eure Hand .
13190;vtt;target;yes;yes;heb;verlost;;;verbpressg;verbpressg;;;hebben;verlossen;;;;Ik heb Engeland van haar vijanden verlost .;habe befreit;Ich habe England von seinen Feinden befreit .
13191;ovt;target;yes;yes;Zeiden;;;;verbpastpl;;;;zeggen;;;;;Zeiden ze ' t niet zo ?;gesagt haben;Aber es ist nicht , wie alle gesagt haben .
13192;vtt;target;yes;yes;heb;vernomen;;;verbpressg;verbpapa;;;hebben;vernemen;;;;Ik heb vernomen dat een priester brieven uit Rome overhandigt aan hen die u kwaad willen doen .;habe erfahren;Ich habe erfahren , daß ein Priester auf dem Weg ist mit Briefen aus Rom , an die , die Euch Schaden zufügen wollen .
13194;vtt;target;yes;yes;verslagen;zijn;;;nounpl;verbprespl;;;verslag;zijn;;;;Helaas moet ik u mededelen dat we verslagen zijn .;unterlegen sind;Zu meinem Kummer muß ich Euch berichten , daß wir in Schottland unterlegen sind .
13195;vtt;target;yes;yes;hebben;gepakt;;;verbprespl;verbpapa;;;hebben;pakken;;;;Die hebben we flink gepakt .;haben erwischt;Wir haben die ganz schön erwischt .
13196;vtt;target;yes;yes;hebt;gevonden;;;verbpressg;verbpapa;;;hebben;vinden;;;;Je hebt m ' n zwakke punt gevonden :;hast gefunden;Du hast meine Schwäche gefunden :
13198;vtt;target;yes;yes;zijn;gedicht;;;verbprespl;verbpapa;;;zijn;dichten;;;;Alle lekken zijn gedicht .;sind geschlossen;Alle Lecks sind geschlossen .
13199;vtt;target;yes;yes;is;vergiftigd;;;verbpressg;verbpapa;;;zijn;vergiftigen;;;;Mijn echtgenoot is weg , ons kind is vergiftigd .;haben vergiftet;Mein Gatte ist von mir gegangen , mein Kind haben sie vergiftet .
13200;vtt;target;yes;yes;ben;ontsnapt;;;verbpressg;verbpapa;;;zijn;ontsnappen;;;;Ik ben ternauwernood ontsnapt .;bin entronnen;Ich bin nur knapp dem Tod entronnen , Sir .
13201;vtt;target;yes;yes;heeft;gepleegd;;;verbpressg;verbpapa;;;hebben;plegen;;;;Lord Robert heeft verraad gepleegd .;hat begangen;Lord Robert hat Verrat begangen .
13202;ott;target;yes;yes;bent;;;;verbpressg;;;;zijn;;;;;U bent weer terug .;bist zurückgekehrt;Du bist zurückgekehrt .
13203;ovt;target;yes;yes;maakten;;;;verbpastpl;;;;maken;;;;;Ze maakten er niet een open .;haben geöffnet;Sie haben keinen einzigen geöffnet .
13204;other;target;yes;yes;Teruggekeerd;;;;verbpapa;;;;terugkeren;;;;;Teruggekeerd uit ballingschap en hij gaat persoonlijk voor u zorgen .;ist zurückgekehrt;Er ist aus dem Exil zurückgekehrt .
13205;ovt;target;yes;yes;was;;;;verbpastsg;;;;wezen|zijn;;;;;Waar was je , Walsingham ?;hat aufgehalten;Was hat Euch aufgehalten , Walsingham ?
13207;ovt;target;yes;yes;verdiende;;;;verbpastsg;;;;verdienen;;;;;- Waar verdiende u de kost ?;Haben gearbeitet;- Haben Sie dort gearbeitet ?
13210;vtt;target;yes;yes;hebben;gevangen;;;verbprespl;adj;;;hebben;gevangen;;;;Ze hebben er een levend gevangen .;haben erwischt;Sie haben einen lebendig erwischt .
13211;vtt;target;yes;yes;Ben;gevolgd;;;verbpressg;verbpapa;;;zijn;volgen;;;;Ben jij me gevolgd ?;Bist gefolgt;Bist du mir hierher gefolgt ?
13212;vtt;target;yes;yes;heeft;overtreden;;;verbpressg;verbprespl;;;hebben;overtreden;;;;U heeft de regels overtreden .;hast gebrochen;- Du hast die Regeln gebrochen !
13213;ott;target;yes;yes;zijn;;;;verbprespl;;;;zijn;;;;;- De flensbouten zijn kapot .;sind gerissen;- Die Pleuelstangen sind gerissen .
13998;ovt;target;yes;yes;hoorde;;;;verbpastsg;;;;horen;;;;;Ik hoorde iets .;He oido;He oido algo .
14003;vtt;target;yes;yes;is;gestreden;;;verbpressg;verbpapa;;;zijn;strijden;;;;Mijn strijd is gestreden .;ha concluido;Mi cometido ha concluido .
14387;ott;target;yes;yes;wacht;;;;verbpressg;;;;wachten;;;;;De koning wacht ongeduldig op een actie van u .;has become;The King , my master , has become impatient for Your Grace to act .
14388;vtt;target;yes;yes;hebben;gemaakt;;;verbprespl;verbpapa;;;hebben;maken;;;;We hebben een fout gemaakt .;'ve made;- We 've made a mistake !
14390;vtt;target;yes;yes;ben;aangesteld;;;verbpressg;verbpapa;;;zijn;aanstellen;;;;Ik ben aangesteld als uw vorstin ...;have been placed;I have been placed here as your sov ...
14391;ovt;target;yes;yes;was;;;;verbpastsg;;;;wezen|zijn;;;;;Voor mij was het ook niet makkelijk .;hasn been;It hasn 't been easy for me either .
14392;vtt;target;yes;yes;beledigd;heb;;;verbpapa;verbpressg;;;beledigen;hebben;;;;"Het spijt mij heel erg als ik u beledigd heb , Mevrouw .
Maar God weet dat al mijn adviezen ertoe dienden uw troon te waarborgen .";have caused;I deeply regret , Madam , if I have caused you such offence though God knows all my advice has only ever been
14393;vtt;target;yes;yes;heb;bewezen;;;verbpressg;verbpapa;;;hebben;bewijzen;;;;Ik heb bewezen geen goed heerser te zijn .;have been proved;I have been proved unfit to rule .
14394;vtt;target;yes;yes;gepleegd;heb;;;verbpapa;verbpressg;;;plegen;hebben;;;;Omdat ik geen misdaden gepleegd heb .;have committed;Because , Your Majesty , I have committed none .
14395;vtt;target;yes;yes;Heb;gekeken;;;verbpressg;verbpapa;;;hebben;kijken;;;;Heb je in haar kamer gekeken ?;Have looked;Have you looked in her room ?
14396;vtt;target;yes;yes;heb;verlost;;;verbpressg;verbpressg;;;hebben;verlossen;;;;Ik heb Engeland van haar vijanden verlost .;have rid;I have rid England of her enemies .
14397;ott;target;yes;yes;wacht;;;;verbpressg;;;;wachten;;;;;Hij wacht al zo lang .;'s been;He 's been waiting for you so long .
14399;ott;target;yes;yes;is;;;;verbpressg;;;;zijn;;;;;"Wakker worden .
Er is bezoek .";'ve got;Wake up , you 've got company .
14400;vtt;target;yes;yes;gescheiden;bent;;;verbpapa;verbpressg;;;scheiden;zijn;;;;Het is niet aan u om mij de les te lezen aangezien u zelf al twee keer gescheiden bent .;have been divorced;I do not think you should lecture me on that , my Lord , since you yourself have been twice divorced .
14401;vtt;target;yes;yes;heb;gewacht;;;verbpressg;verbpapa;;;hebben;wachten;;;;Ik heb gewacht .;have been;I have been waiting .
14402;ott;target;yes;yes;Is;;;;verbpressg;;;;zijn;;;;;- Is onze positie juist ?;Have checked;- Have you checked on our position ?
14403;vtt;target;yes;yes;ben;omringd;;;verbpressg;verbpapa;;;zijn;omringen;;;;Ik ben omringd door de banden van de hel en ik voel de strop des doods .;have encompassed;The cords of hell have encompassed me about and the snares of death have overtaken me !
14404;vtt;target;yes;yes;heeft;uitgevaardigd;;;verbpressg;verbpapa;;;hebben;uitvaardigen;;;;De Paus heeft de bul uitgevaardigd .;has issued;His Holiness has issued the Bull .
14405;vtt;target;yes;yes;heeft;aangesteld;;;verbpressg;verbpapa;;;hebben;aanstellen;;;;God heeft mij aangesteld ...;has placed;God has placed me here ...
14406;ott;target;yes;yes;zijn;;;;verbprespl;;;;zijn;;;;;We zijn ze nog niet kwijt .;haven thrown;We haven 't thrown them off yet .
14408;vtt;target;yes;yes;heb;gemaakt;;;verbpressg;verbpapa;;;hebben;maken;;;;Kijk eens wat ik voor jou heb gemaakt .;'ve made;Look what l 've made for you .
14409;vtt;target;yes;yes;Heb;verteld;;;verbpressg;verbpapa;;;hebben;vertellen;;;;Heb je het aan iemand verteld ?;Have told;Have you told anyone ?
14410;ott;target;yes;yes;zijn;;;;verbprespl;;;;zijn;;;;;- We zijn al bezig .;'ve started;- I 've already started .
14411;vtt;target;yes;yes;ben;teleurgesteld;;;verbpressg;verbpapa;;;zijn;teleurstellen;;;;Ik ben erg teleurgesteld in je , Ofelia .;'ve disappointed;You 've disappointed me , Ofelia .
14412;vtt;target;yes;yes;ben;geworden;;;verbpressg;verbpapa;;;zijn;worden;;;;Ik ben een maagd geworden .;have become;I have become a virgin .
14413;vtt;target;yes;yes;gegeten;;;;verbpapa;;;;eten;;;;;Nooit gegeten .;'ve had;I 've never had one .
14414;vtt;target;yes;yes;heb;besloten;;;verbpressg;verbpapa;;;hebben;besluiten;;;;Ik heb besloten u te verheffen tot Lord Burghley zodat u rustig van uw pensioen kunt genieten .;have decided;I have decided to create you Lord Burghley , so you may enjoy your retirement in greater ease .
14415;ovt;target;yes;yes;waren;;;;verbpastpl;;;;wezen|zijn;;;;;Gewoon een stel rotsen die er nog voor de molen waren .;have been;Just a pile of old rocks that have always been here .
14418;ott;target;yes;yes;zijn;;;;verbprespl;;;;zijn;;;;;Ze zijn van plan alle katholieken af te slachten .;have made;Yes , and have made plans to massacre every Catholic in England .
14419;vtt;target;yes;yes;is;geschoten;;;verbpressg;verbpapa;;;zijn;schieten;;;;Er is mee geschoten .;'s been fired;It 's been fired .
14421;ovt;target;yes;yes;was;;;;verbpastsg;;;;wezen|zijn;;;;;Waar was je ?;have been;Where have you been ?
14422;vtt;target;yes;yes;heb;gehouden;;;verbpressg;verbpapa;;;hebben;houden;;;;Nee , ik heb altijd van jou gehouden .;have loved;I have always loved you .
14423;vtt;target;yes;yes;heb;opgevolgd;;;verbpressg;verbpapa;;;hebben;opvolgen;;;;Ik heb vrijwel al uw adviezen opgevolgd maar uw beleid maakt van Engeland een Franse of Spaanse provincie .;have followed;I have followed your advice in all the affairs of my kingdom , but your policies would make England nothing but part of France or Spain .
14424;ovt;target;yes;yes;dienden;;;;verbpastpl;;;;dienen;;;;;"Het spijt mij heel erg als ik u beledigd heb , Mevrouw .
Maar God weet dat al mijn adviezen ertoe dienden uw troon te waarborgen .";has been;I deeply regret , Madam , if I have caused you such offence though God knows all my advice has only ever been
14425;vtt;target;yes;yes;is;verlopen;;;verbpressg;verbinf;;;zijn;verlopen;;;;Maar het is niet zo goed verlopen .;haven turned;But things haven 't turned out so well .
14426;ott;target;yes;yes;lach;;;;verbpressg;;;;lachen;;;;;Hoelang lach je me al uit ?;have been;How long have you been laughing at me ?
14427;vtt;target;yes;yes;is;gebeurd;;;verbpressg;verbpapa;;;zijn;beuren|gebeuren;;;;Er is iets gebeurd .;has happened;Something has happened !
14428;vtt;target;yes;yes;heeft;gewonnen;;;verbpressg;verbpapa;;;hebben;winnen;;;;Hare Majesteit heeft de stemming gewonnen .;has won;Her Majesty ... has won the argument .
14429;vtt;target;yes;yes;hebt;gevonden;;;verbpressg;verbpapa;;;hebben;vinden;;;;Je hebt m ' n zwakke punt gevonden :;'ve found;You 've found my weakness :
14430;vtt;target;yes;yes;ben;omringd;;;verbpressg;verbpapa;;;zijn;omringen;;;;Ik ben omringd door de banden van de hel en ik voel de strop des doods .;have encompassed;The cords of hell have encompassed me about and the snares of death have overtaken me !
14431;vtt;target;yes;yes;bent;geworden;;;verbpressg;verbpapa;;;zijn;worden;;;;Maar eerst moeten we vaststellen of uw geest nog wel zuiver is , dat u niet sterfelijk bent geworden .;have become;But we have to make sure that your essence is intact , that you have not become a mortal .
14432;ott;target;yes;yes;bloedt;;;;verbpressg;;;;bloeden;;;;;"- Waarschijnlijk .
Ze bloedt niet meer en haar buik wordt dikker .";has ceased;She has ceased to bleed , her breasts have some milk , and her stomach is swollen .
14433;ott;target;yes;yes;is;;;;verbpressg;;;;zijn;;;;;- Lord Robert is gaan jagen .;has gone;- Lord Robert , Madam , has gone hunting .
14434;vtt;target;yes;yes;hebben;omsingeld;;;verbprespl;verbpapa;;;hebben;omsingelen;;;;We hebben een eenheid omsingeld die achterop raakte .;'ve surrounded;Captain , we 've surrounded a small unit that fell behind .
14435;vtt;target;yes;yes;heeft;uitgebreid;;;verbpressg;verbpapa;;;hebben;uitbreiden;;;;Maria van Guise heeft haar leger uitgebreid tot vierduizend man .;has increased;Mary of Guise has increased the French garrison in Scotland by 4,000 men .
14436;vtt;target;yes;yes;heeft;geërfd;;;verbpressg;verbpapa;;;hebben;erven;;;;Uwe Majesteit moet weten dat u een rijk in verval heeft geërfd .;has inherited;Your Majesty has inherited a most parlous and degenerate state .
14437;ott;target;yes;yes;kan;oordelen;;;verbpressg;verbinf;;;kunnen;oordelen;;;;Ik begrijp niet hoe men zo slecht over mij kan oordelen .;has been formed;I do not understand how so bad a judgement has been formed of me !
14438;ott;target;yes;yes;voel;;;;verbpressg;;;;voelen;;;;;Ik ben omringd door de banden van de hel en ik voel de strop des doods .;have overtaken;The cords of hell have encompassed me about and the snares of death have overtaken me !
14439;vtt;target;yes;yes;heeft;omsloten;;;verbpressg;verbpapa;;;hebben;omsluiten;;;;Een golf des doods heeft mij omsloten .;have closed;The waves of death have closed about me !
14440;ott;target;yes;yes;heb;;;;verbpressg;;;;hebben;;;;;Ik heb de sleutel .;'ve got;l 've got the key .
14441;vtt;target;yes;yes;is;vergiftigd;;;verbpressg;verbpapa;;;zijn;vergiftigen;;;;Mijn echtgenoot is weg , ons kind is vergiftigd .;have poisoned;They have poisoned my child .
14443;vtt;target;yes;yes;heeft;gepleegd;;;verbpressg;verbpapa;;;hebben;plegen;;;;Lord Robert heeft verraad gepleegd .;has committed;Lord Robert has committed treason .
14444;ott;target;yes;yes;ben;;;;verbpressg;;;;zijn;;;;;Ik ben uw vorstin ...;have been placed;I have been placed here ...
14445;ott;target;yes;yes;is;;;;verbpressg;;;;zijn;;;;;Dat is wel duidelijk .;'ve made;You 've made that clear enough .
14447;vtt;target;yes;yes;Bent;vergeten;;;verbpressg;verbinf;;;zijn;vergeten;;;;Bent u het nu al vergeten ?;Have forgot;Have you forgot , my Lord ?
14448;ott;target;yes;yes;is;;;;verbpressg;;;;zijn;;;;;Hare Majesteit is nog niet op .;has risen;Your Grace , Her Majesty has not risen .
14449;ott;target;yes;yes;heb;;;;verbpressg;;;;hebben;;;;;"Op wiens gezag heb je ons opgesloten ?
Vergeef mij .";have kept;I would know on what authority you have kept us locked up here .
14450;vtt;target;yes;yes;heeft;gedaan;;;verbpressg;verbpapa;;;hebben;doen;;;;Wat heeft u met ' m gedaan ?;have done;My God , what have you done to him ?
14451;ovt;target;yes;yes;gaf;;;;verbpastsg;;;;geven;;;;;Je gaf liever je eigen bloed dan dat van een onschuldige .;have spilled;You have spilled your own blood rather than that of an innocent .
14452;vtt;target;yes;yes;Heeft;verlaten;;;verbpressg;verbinf;;;hebben;verlaten;;;;Heeft Hij u verlaten ?;Has abandoned;Has He abandoned you ?
14453;ott;target;yes;yes;is;;;;verbpressg;;;;zijn;;;;;Het voorduikroer is onklaar .;has jammed;The bow plane has jammed on dive .
14455;ott;target;yes;yes;leeft;;;;verbpressg;;;;leven;;;;;Tussen de wortels leeft een reuzenpad die de groei van de boom verhindert .;has settled;A monstrous toad has settled in its roots and won 't let the tree thrive .
14457;vtt;target;yes;yes;hebt;gemaakt;;;verbpressg;verbpapa;;;hebben;maken;;;;Je hebt mama erg ziek gemaakt .;'ve made;You 've made Mama very sick .
14459;vtt;target;yes;yes;Heb;nagedacht;;;verbpressg;verbpapa;;;hebben;nadenken;;;;Heb je daar al over nagedacht ?;Have thought;- Have you thought about that ?
14461;vtt;target;yes;yes;heeft;gehoord;;;verbpressg;verbpapa;;;hebben;horen;;;;Hij heeft gehoord van uw schoonheid .;has heard;He has heard a great deal of your beauty .
14462;vtt;target;yes;yes;heeft;gedaan;;;verbpressg;verbpapa;;;hebben;doen;;;;Hij heeft veel voor ons gedaan .;'s been;You have no idea how good he 's been to us .
14465;ott;target;yes;yes;hebben;;;;verbprespl;;;;hebben;;;;;Hoeveel man hebben we ?;have left;- How many men we have left ?
14466;ott;target;yes;yes;wist;;;;verbpressg;;;;wissen;;;;;Hoelang wist je dit al ?;have known;How long have you known about her ?
14467;ovt;target;yes;yes;vonden;;;;verbpastpl;;;;vinden;;;;;Ze vonden niets dat Haar kon vervangen .;have found;They have found nothing to replace her .
14468;other;target;yes;yes;ontkennen;;;;verbinf;;;;ontkennen;;;;;"Op bevel van koningin Maria en koning Filip verbranden wij deze protestantse ketters
die de autoriteit van de katholieke kerk en de Paus ontkennen .";have denied;By order of their gracious Majesties , Queen Mary and King Philip , we are come to witness the burning of these Protestant heretics who have denied the authority of the one true Catholic church and of His Holiness the Pope .
14469;vtt;target;yes;yes;heb;vernomen;;;verbpressg;verbpapa;;;hebben;vernemen;;;;Ik heb vernomen dat een priester brieven uit Rome overhandigt aan hen die u kwaad willen doen .;has been made;It has been made known to me there is a priest abroad in the land , carrying letters from Rome to those who mean to harm you .
14470;other;target;yes;yes;heeft;bemind;;;verbpressg;adj;;;hebben;bemind;;;;De koning heeft haar al maanden niet bemind .;has shared;The King has not shared her bed for many months .
14474;ott;target;yes;yes;heb;;;;verbpressg;;;;hebben;;;;;Ik heb wijn , tabak en kaas bij me .;'ve brought;l 've brought some Orujo , tobacco , cheese .
14475;vtt;target;yes;yes;Heb;gezien;;;verbpressg;verbpapa;;;hebben;zien;;;;- Heb je m ' n moeder gezien ?;Have seen;Have you seen my mother ?
14476;ott;target;yes;yes;kent;;;;verbpressg;;;;kennen;;;;;Benijd de man die een dergelijke liefde niet kent .;has known;Envy a man who has never known such love .
14477;ott;target;yes;yes;is;;;;verbpressg;;;;zijn;;;;;"- Dit is het beste moment
- om de Fransen mores te leren .";has been;I say there has never been a better time to abate the French pride .
14478;ott;target;yes;yes;voel;;;;verbpressg;;;;voelen;;;;;Ik ben omringd door de banden van de hel en ik voel de strop des doods .;have overtaken;The cords of hell have encompassed me about and the snares of death have overtaken me !
14479;ott;target;yes;yes;bent;;;;verbpressg;;;;zijn;;;;;U bent weer terug .;'ve returned;You 've returned .
14480;vtt;target;yes;yes;heeft;gesproken;;;verbpressg;verbpapa;;;hebben;spreken;;;;Dat u met Maria van Schotland heeft gesproken .;has made;that Your Grace has made contact with Mary of Scots to promote your ambitions .
14482;ott;target;yes;yes;komt;;;;verbpressg;;;;komen;;;;;Vergeef het mijn vrouw , ze komt niet vaak buiten .;hasn been exposed;She hasn 't been exposed to the world .
14483;vtt;target;yes;yes;heeft;vernomen;;;verbpressg;verbpapa;;;hebben;vernemen;;;;- Zijne Majesteit heeft vernomen ...;has heard;- His Majesty has heard a rumour
14485;vtt;target;yes;yes;gered;heeft;;;verbpapa;verbpressg;;;redden;hebben;;;;Toch weet ik zeker dat dit uw bastaardkoningin niet gered heeft .;has saved;I am sure this infernal work has not saved your bastard Queen .
14486;vtt;target;yes;yes;hebt;gebracht;;;verbpressg;verbpapa;;;hebben;brengen;;;;Hoeveel schepen hebt u tot zinken gebracht ?;have sunk;How many ship have you sunk ?
14487;vtt;target;yes;yes;hebt;gedaan;;;verbpressg;verbpapa;;;hebben;doen;;;;Je hebt me pijn gedaan .;'ve done;What you 've done hurts me .
14488;vtt;target;yes;yes;heeft;opgeëist;;;verbpressg;verbpapa;;;hebben;opeisen;;;;"Maria van Schotland heeft uw troon al opgeëist .
En ook Norfolk heeft er zijn zinnen op gezet .";has laid;Mary of Scots has already laid claim to your throne , and Norfolk ...
14489;other;target;yes;yes;Teruggekeerd;;;;verbpapa;;;;terugkeren;;;;;Teruggekeerd uit ballingschap en hij gaat persoonlijk voor u zorgen .;has returned;He has returned from exile and I have appointed him to have a care for Your Majesty 's person .
14490;vtt;target;yes;yes;heb;gehad;;;verbpressg;verbpapa;;;hebben;hebben;;;;Ik heb vele namen gehad .;'ve had;l 've had so many names ...
14492;vtt;target;yes;yes;heb;gedacht;;;verbpressg;verbpapa;;;hebben;denken|gedenken;;;;Dat heb je altijd gedacht .;'ve thought;That 's what you 've always thought .
14493;vtt;target;yes;yes;heb;besloten;;;verbpressg;verbpapa;;;hebben;besluiten;;;;Ik heb besloten je nog een laatste kans te geven .;'ve decided;l 've decided to give you one last chance .
14494;vtt;target;yes;yes;heeft;gezorgd;;;verbpressg;verbpapa;;;hebben;zorgen;;;;Voor hun zielen heeft God al gezorgd .;has saved;God has already saved their souls .
14495;ott;target;yes;yes;blijft;;;;verbpressg;;;;blijven;;;;;Weet je , een vreemd detail blijft me bezighouden .;'s been;You know , there 's an odd detail that 's been bothering me .
14715;vtt;target;yes;yes;gescheurd;zijn;;;verbpapa;verbprespl;;;scheuren;zijn;;;;Ga kijken hoeveel er gescheurd zijn .;ont cédé;Voyez combien d' éléments ont cédé .
14716;ovt;target;yes;yes;was;;;;verbpastsg;;;;wezen|zijn;;;;;Dat was je nooit .;as été;T' as jamais été seule .
